164;178,75;167,25;178,5;175,25;184,25;185;186,25;175,75;183,5;183;182,25;179,5;188,5;179;181,5;182,5;184,75;177,25;171,75;175,75;175,25;175,75;184,5;167,75;159;181;182;170,5;180,5;175,5;181,5;168;172,75;177,5;175,75;179,25;168,5;178,5;174,75;173,75;178,75;168,75;192,75;196;195,75;213,5;250;262,75;180,75;;182,105
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;182,105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
